Age,MonthlyIncome,Attrition,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male
29.0,6931.0,0,1247.0,20.0,2.0,349.0,4.0,45.0,3.0,2.0,Sales Executive,4.0,Divorced,10732.0,2.0,No,14.0,3.0,4.0,1.0,10.0,2.0,3.0,3.0,2.0,0.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
25.0,4898.0,0,685.0,1.0,3.0,350.0,1.0,62.0,3.0,2.0,Manufacturing Director,3.0,Married,7505.0,0.0,No,12.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,1.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
42.0,2593.0,0,269.0,2.0,3.0,351.0,4.0,56.0,2.0,1.0,Laboratory Technician,1.0,Divorced,8007.0,0.0,Yes,11.0,3.0,3.0,1.0,10.0,4.0,3.0,9.0,6.0,7.0,8.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
40.0,19436.0,0,1416.0,2.0,2.0,352.0,1.0,49.0,3.0,5.0,Research Director,3.0,Divorced,5949.0,0.0,No,19.0,3.0,4.0,1.0,22.0,5.0,3.0,21.0,7.0,3.0,9.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
51.0,2723.0,0,833.0,1.0,3.0,353.0,3.0,96.0,3.0,1.0,Research Scientist,4.0,Married,23231.0,1.0,No,11.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
31.0,3479.0,1,307.0,29.0,2.0,355.0,3.0,71.0,2.0,1.0,Laboratory Technician,2.0,Single,11652.0,0.0,No,11.0,3.0,2.0,0.0,6.0,2.0,4.0,5.0,4.0,1.0,4.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
32.0,2794.0,0,1311.0,7.0,3.0,359.0,2.0,100.0,4.0,1.0,Laboratory Technician,2.0,Married,26062.0,1.0,No,20.0,4.0,3.0,0.0,5.0,3.0,1.0,5.0,1.0,0.0,3.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
38.0,5249.0,0,1327.0,2.0,2.0,361.0,4.0,39.0,2.0,2.0,Sales Executive,4.0,Married,19682.0,3.0,No,18.0,3.0,4.0,1.0,13.0,0.0,3.0,8.0,7.0,7.0,5.0,True,False,False,False,False,True,False,True,False,False,False,False,False,True
32.0,2176.0,0,128.0,2.0,1.0,362.0,4.0,84.0,2.0,2.0,Laboratory Technician,1.0,Single,19737.0,4.0,No,13.0,3.0,4.0,0.0,9.0,5.0,3.0,6.0,2.0,0.0,4.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
46.0,16872.0,0,488.0,2.0,3.0,363.0,3.0,75.0,1.0,4.0,Manager,2.0,Married,14977.0,3.0,Yes,12.0,3.0,2.0,1.0,28.0,2.0,2.0,7.0,7.0,7.0,7.0,False,False,True,False,False,True,False,False,False,False,False,True,True,False
28.0,3485.0,1,529.0,2.0,4.0,364.0,1.0,79.0,3.0,1.0,Laboratory Technician,3.0,Single,14935.0,2.0,No,11.0,3.0,3.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
29.0,6644.0,0,1210.0,2.0,3.0,366.0,1.0,78.0,2.0,2.0,Sales Executive,2.0,Married,3687.0,2.0,No,19.0,3.0,2.0,2.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False,True
31.0,5582.0,0,1463.0,23.0,3.0,367.0,2.0,64.0,2.0,2.0,Healthcare Representative,4.0,Married,14408.0,0.0,No,21.0,4.0,2.0,1.0,10.0,2.0,3.0,9.0,0.0,7.0,8.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
25.0,4000.0,0,675.0,5.0,2.0,369.0,2.0,85.0,4.0,2.0,Healthcare Representative,1.0,Divorced,18384.0,1.0,No,12.0,3.0,4.0,2.0,6.0,2.0,3.0,6.0,3.0,1.0,5.0,True,False,False,False,True,False,False,True,False,False,False,False,False,True
45.0,13496.0,0,1385.0,20.0,2.0,372.0,3.0,79.0,3.0,4.0,Healthcare Representative,4.0,Married,7501.0,0.0,Yes,14.0,3.0,2.0,0.0,21.0,2.0,3.0,20.0,7.0,4.0,10.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
36.0,3210.0,0,1403.0,6.0,3.0,373.0,4.0,47.0,3.0,1.0,Laboratory Technician,4.0,Married,20251.0,0.0,No,11.0,3.0,3.0,1.0,16.0,4.0,3.0,15.0,13.0,10.0,11.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
55.0,19045.0,0,452.0,1.0,3.0,374.0,4.0,81.0,3.0,5.0,Manager,1.0,Single,18938.0,0.0,Yes,14.0,3.0,3.0,0.0,37.0,2.0,3.0,36.0,10.0,4.0,13.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
47.0,11849.0,1,666.0,29.0,4.0,376.0,1.0,88.0,3.0,3.0,Manager,2.0,Married,10268.0,1.0,Yes,12.0,3.0,4.0,1.0,10.0,2.0,2.0,10.0,7.0,9.0,9.0,True,False,False,False,True,False,False,True,False,False,False,False,False,True
28.0,2070.0,0,1158.0,9.0,3.0,377.0,4.0,94.0,3.0,1.0,Research Scientist,4.0,Married,2613.0,1.0,No,23.0,4.0,4.0,1.0,5.0,3.0,2.0,5.0,2.0,0.0,4.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
37.0,6502.0,0,228.0,6.0,4.0,378.0,3.0,98.0,3.0,2.0,Sales Executive,4.0,Married,22825.0,4.0,No,14.0,3.0,2.0,1.0,7.0,5.0,4.0,5.0,4.0,0.0,1.0,False,False,True,False,False,True,False,False,False,True,False,False,False,True
21.0,3230.0,0,996.0,3.0,2.0,379.0,4.0,100.0,2.0,1.0,Research Scientist,3.0,Single,10531.0,1.0,No,17.0,3.0,1.0,0.0,3.0,4.0,4.0,3.0,2.0,1.0,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
37.0,13603.0,0,728.0,1.0,4.0,380.0,1.0,80.0,3.0,3.0,Research Director,4.0,Divorced,11677.0,2.0,Yes,18.0,3.0,1.0,2.0,15.0,2.0,3.0,5.0,2.0,0.0,2.0,True,False,False,False,True,False,False,False,False,True,False,False,True,False
35.0,11996.0,0,1315.0,22.0,3.0,381.0,2.0,71.0,4.0,3.0,Manager,2.0,Divorced,19100.0,7.0,No,18.0,3.0,2.0,1.0,10.0,6.0,2.0,7.0,7.0,6.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
38.0,5605.0,0,322.0,7.0,2.0,382.0,1.0,44.0,4.0,2.0,Sales Executive,1.0,Divorced,19191.0,1.0,Yes,24.0,4.0,3.0,1.0,8.0,3.0,3.0,8.0,0.0,7.0,7.0,False,False,True,False,False,True,False,False,False,True,False,False,True,False
26.0,6397.0,0,1479.0,1.0,3.0,384.0,3.0,84.0,3.0,2.0,Manufacturing Director,2.0,Divorced,26767.0,1.0,No,20.0,4.0,1.0,1.0,6.0,6.0,1.0,6.0,5.0,1.0,4.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False
50.0,19144.0,0,797.0,4.0,1.0,385.0,1.0,96.0,3.0,5.0,Research Director,2.0,Divorced,15815.0,3.0,No,14.0,3.0,1.0,2.0,28.0,4.0,2.0,10.0,4.0,1.0,6.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
53.0,17584.0,0,1070.0,3.0,4.0,386.0,3.0,45.0,3.0,4.0,Research Director,3.0,Married,21016.0,3.0,Yes,16.0,3.0,4.0,3.0,21.0,5.0,2.0,5.0,3.0,1.0,3.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
42.0,4907.0,0,635.0,1.0,1.0,387.0,2.0,99.0,3.0,2.0,Sales Executive,3.0,Married,24532.0,1.0,No,25.0,4.0,3.0,0.0,20.0,3.0,3.0,20.0,16.0,11.0,6.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
29.0,4554.0,0,442.0,2.0,2.0,388.0,2.0,44.0,3.0,2.0,Sales Executive,4.0,Single,20260.0,1.0,No,18.0,3.0,1.0,0.0,10.0,3.0,2.0,10.0,7.0,0.0,9.0,False,True,False,False,False,True,False,True,False,False,False,False,False,True
55.0,5415.0,0,147.0,20.0,2.0,389.0,2.0,37.0,3.0,2.0,Laboratory Technician,4.0,Married,15972.0,3.0,Yes,19.0,3.0,4.0,1.0,12.0,4.0,3.0,10.0,7.0,0.0,8.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
26.0,4741.0,0,496.0,11.0,2.0,390.0,1.0,60.0,3.0,2.0,Healthcare Representative,1.0,Married,22722.0,1.0,Yes,13.0,3.0,3.0,1.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
37.0,2115.0,0,1372.0,1.0,3.0,391.0,4.0,42.0,3.0,1.0,Research Scientist,4.0,Single,15881.0,1.0,No,12.0,3.0,2.0,0.0,17.0,3.0,3.0,17.0,12.0,5.0,7.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
44.0,3161.0,1,920.0,24.0,3.0,392.0,4.0,43.0,3.0,1.0,Laboratory Technician,3.0,Divorced,19920.0,3.0,Yes,22.0,4.0,4.0,1.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
38.0,5745.0,0,688.0,23.0,4.0,393.0,4.0,82.0,3.0,2.0,Healthcare Representative,4.0,Divorced,18899.0,9.0,No,14.0,3.0,2.0,1.0,10.0,2.0,3.0,2.0,2.0,1.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
26.0,2373.0,1,1449.0,16.0,4.0,394.0,1.0,45.0,3.0,1.0,Laboratory Technician,2.0,Divorced,14180.0,2.0,Yes,13.0,3.0,4.0,1.0,5.0,2.0,3.0,3.0,2.0,0.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
28.0,3310.0,0,1117.0,8.0,2.0,395.0,4.0,66.0,3.0,1.0,Research Scientist,4.0,Single,4488.0,1.0,No,21.0,4.0,4.0,0.0,5.0,3.0,3.0,5.0,3.0,0.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
49.0,18665.0,0,636.0,10.0,4.0,396.0,3.0,35.0,3.0,5.0,Research Director,1.0,Single,25594.0,9.0,Yes,11.0,3.0,4.0,0.0,22.0,4.0,3.0,3.0,2.0,1.0,2.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False
36.0,4485.0,0,506.0,3.0,3.0,397.0,3.0,30.0,3.0,2.0,Research Scientist,2.0,Single,26285.0,4.0,No,12.0,3.0,4.0,0.0,10.0,2.0,3.0,8.0,0.0,7.0,7.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
31.0,2789.0,0,444.0,5.0,3.0,399.0,4.0,84.0,3.0,1.0,Sales Representative,2.0,Divorced,3909.0,1.0,No,11.0,3.0,3.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,False,True,False,False,False,True,False,False,True,False,False,False,True,False
26.0,5828.0,1,950.0,4.0,4.0,401.0,4.0,48.0,2.0,2.0,Sales Executive,4.0,Single,8450.0,1.0,Yes,12.0,3.0,2.0,0.0,8.0,0.0,3.0,8.0,7.0,7.0,4.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
37.0,2326.0,0,889.0,9.0,3.0,403.0,2.0,53.0,3.0,1.0,Research Scientist,4.0,Married,11411.0,1.0,Yes,12.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
42.0,13525.0,0,555.0,26.0,3.0,404.0,3.0,77.0,3.0,4.0,Sales Executive,2.0,Married,14864.0,5.0,No,14.0,3.0,4.0,1.0,23.0,2.0,4.0,20.0,4.0,4.0,8.0,False,True,False,False,False,True,False,False,True,False,False,False,True,False
18.0,1420.0,1,230.0,3.0,3.0,405.0,3.0,54.0,3.0,1.0,Laboratory Technician,3.0,Single,25233.0,1.0,No,13.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
35.0,8020.0,0,1232.0,16.0,3.0,406.0,3.0,96.0,3.0,3.0,Sales Executive,2.0,Married,5100.0,0.0,No,15.0,3.0,3.0,2.0,12.0,3.0,2.0,11.0,9.0,6.0,9.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
36.0,3688.0,0,566.0,18.0,4.0,407.0,3.0,81.0,4.0,1.0,Laboratory Technician,4.0,Married,7122.0,4.0,No,18.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
51.0,5482.0,0,1302.0,2.0,3.0,408.0,4.0,84.0,1.0,2.0,Manufacturing Director,2.0,Divorced,16321.0,5.0,No,18.0,3.0,4.0,1.0,13.0,3.0,3.0,4.0,1.0,1.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
41.0,16015.0,0,334.0,2.0,4.0,410.0,4.0,88.0,3.0,4.0,Manager,2.0,Single,15896.0,1.0,No,19.0,3.0,2.0,0.0,22.0,2.0,3.0,22.0,10.0,0.0,4.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
18.0,1200.0,0,812.0,10.0,3.0,411.0,4.0,69.0,2.0,1.0,Sales Representative,3.0,Single,9724.0,1.0,No,12.0,3.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,False,False,True,False,False,True,False
28.0,5661.0,0,1476.0,16.0,2.0,412.0,2.0,68.0,4.0,2.0,Healthcare Representative,1.0,Single,4824.0,0.0,No,19.0,3.0,3.0,0.0,9.0,2.0,3.0,8.0,3.0,0.0,7.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
31.0,6929.0,0,218.0,7.0,3.0,416.0,2.0,100.0,4.0,2.0,Sales Executive,4.0,Married,12241.0,4.0,No,11.0,3.0,2.0,1.0,10.0,3.0,2.0,8.0,7.0,7.0,7.0,False,False,True,False,False,True,False,False,False,False,False,True,False,True
39.0,9613.0,0,1132.0,1.0,3.0,417.0,3.0,48.0,4.0,3.0,Healthcare Representative,4.0,Divorced,10942.0,0.0,No,17.0,3.0,1.0,3.0,19.0,5.0,2.0,18.0,10.0,3.0,7.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
36.0,5674.0,0,1105.0,24.0,4.0,419.0,2.0,47.0,3.0,2.0,Laboratory Technician,2.0,Married,6927.0,7.0,No,15.0,3.0,3.0,1.0,11.0,3.0,3.0,9.0,8.0,0.0,8.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False
32.0,5484.0,0,906.0,7.0,3.0,420.0,4.0,91.0,2.0,2.0,Sales Executive,3.0,Married,16985.0,1.0,No,14.0,3.0,3.0,1.0,13.0,3.0,2.0,13.0,8.0,4.0,8.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
38.0,12061.0,0,849.0,25.0,2.0,421.0,1.0,81.0,2.0,3.0,Research Director,2.0,Married,26707.0,3.0,No,17.0,3.0,3.0,1.0,19.0,2.0,3.0,10.0,8.0,0.0,1.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
58.0,5660.0,0,390.0,1.0,4.0,422.0,4.0,32.0,1.0,2.0,Healthcare Representative,3.0,Divorced,17056.0,2.0,Yes,13.0,3.0,4.0,1.0,12.0,2.0,3.0,5.0,3.0,1.0,2.0,True,False,False,False,True,False,False,True,False,False,False,False,False,True
31.0,4821.0,0,691.0,5.0,4.0,423.0,3.0,86.0,3.0,1.0,Research Scientist,4.0,Married,10077.0,0.0,Yes,12.0,3.0,3.0,1.0,6.0,4.0,3.0,5.0,2.0,0.0,3.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
31.0,6410.0,0,106.0,2.0,3.0,424.0,1.0,62.0,2.0,2.0,Human Resources,1.0,Married,17822.0,3.0,No,12.0,3.0,4.0,0.0,9.0,1.0,3.0,2.0,2.0,1.0,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False,True
45.0,5210.0,0,1249.0,7.0,3.0,425.0,1.0,97.0,3.0,3.0,Laboratory Technician,1.0,Divorced,20308.0,1.0,No,18.0,3.0,1.0,1.0,24.0,2.0,3.0,24.0,9.0,9.0,11.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
31.0,2695.0,0,192.0,2.0,4.0,426.0,3.0,32.0,3.0,1.0,Research Scientist,4.0,Divorced,7747.0,0.0,Yes,18.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
33.0,11878.0,0,553.0,5.0,4.0,428.0,4.0,74.0,3.0,3.0,Manager,2.0,Married,23364.0,6.0,No,11.0,3.0,2.0,2.0,12.0,2.0,3.0,10.0,6.0,8.0,8.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False
39.0,17068.0,0,117.0,10.0,1.0,429.0,3.0,99.0,3.0,4.0,Manager,1.0,Married,5355.0,1.0,Yes,14.0,3.0,4.0,0.0,21.0,3.0,3.0,21.0,9.0,11.0,10.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
43.0,2455.0,0,185.0,10.0,4.0,430.0,3.0,33.0,3.0,1.0,Laboratory Technician,4.0,Single,10675.0,0.0,No,19.0,3.0,1.0,0.0,9.0,5.0,3.0,8.0,7.0,1.0,7.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False
49.0,13964.0,0,1091.0,1.0,2.0,431.0,3.0,90.0,2.0,4.0,Healthcare Representative,3.0,Single,17810.0,7.0,Yes,12.0,3.0,4.0,0.0,25.0,2.0,3.0,7.0,1.0,0.0,7.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False
52.0,4941.0,1,723.0,8.0,4.0,433.0,3.0,85.0,2.0,2.0,Research Scientist,2.0,Married,17747.0,2.0,No,15.0,3.0,1.0,0.0,11.0,3.0,2.0,8.0,2.0,7.0,7.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
27.0,2478.0,0,1220.0,5.0,3.0,434.0,3.0,85.0,3.0,1.0,Research Scientist,2.0,Single,20938.0,1.0,Yes,12.0,3.0,2.0,0.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
32.0,5228.0,0,588.0,8.0,2.0,436.0,3.0,65.0,2.0,2.0,Sales Executive,2.0,Married,24624.0,1.0,Yes,11.0,3.0,4.0,0.0,13.0,2.0,3.0,13.0,12.0,11.0,9.0,False,False,True,False,False,True,False,False,False,False,False,True,True,False
27.0,4478.0,0,1377.0,2.0,3.0,437.0,4.0,74.0,3.0,2.0,Sales Executive,3.0,Single,5242.0,1.0,Yes,11.0,3.0,1.0,0.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
31.0,7547.0,0,691.0,7.0,3.0,438.0,4.0,73.0,3.0,2.0,Sales Executive,4.0,Divorced,7143.0,4.0,No,12.0,3.0,4.0,3.0,13.0,3.0,3.0,7.0,7.0,1.0,7.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
32.0,5055.0,0,1018.0,2.0,4.0,439.0,1.0,74.0,4.0,2.0,Research Scientist,4.0,Single,10557.0,7.0,No,16.0,3.0,3.0,0.0,10.0,0.0,2.0,7.0,7.0,0.0,7.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
28.0,3464.0,1,1157.0,2.0,4.0,440.0,1.0,84.0,1.0,1.0,Research Scientist,4.0,Married,24737.0,5.0,Yes,13.0,3.0,4.0,0.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
30.0,5775.0,0,1275.0,28.0,2.0,441.0,4.0,64.0,3.0,2.0,Research Scientist,4.0,Married,11934.0,1.0,No,13.0,3.0,4.0,2.0,11.0,2.0,3.0,10.0,8.0,1.0,9.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
31.0,8943.0,0,798.0,7.0,2.0,442.0,3.0,48.0,2.0,3.0,Manufacturing Director,3.0,Married,14034.0,1.0,No,24.0,4.0,1.0,1.0,10.0,2.0,3.0,10.0,9.0,8.0,9.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False
39.0,19272.0,0,672.0,7.0,2.0,444.0,3.0,54.0,2.0,5.0,Manager,4.0,Married,21141.0,1.0,No,15.0,3.0,1.0,1.0,21.0,2.0,3.0,21.0,9.0,13.0,3.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
39.0,5238.0,1,1162.0,3.0,2.0,445.0,4.0,41.0,3.0,2.0,Sales Executive,3.0,Married,17778.0,4.0,Yes,18.0,3.0,1.0,0.0,12.0,3.0,2.0,1.0,0.0,0.0,0.0,False,False,True,False,False,True,False,False,False,True,False,False,True,False
33.0,4682.0,0,508.0,10.0,3.0,446.0,2.0,46.0,2.0,2.0,Sales Executive,4.0,Single,4317.0,3.0,No,14.0,3.0,3.0,0.0,9.0,6.0,2.0,7.0,7.0,0.0,1.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True
47.0,18300.0,0,1482.0,5.0,5.0,447.0,4.0,42.0,3.0,5.0,Research Director,3.0,Married,16375.0,4.0,No,11.0,3.0,2.0,1.0,21.0,2.0,3.0,3.0,2.0,1.0,1.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
43.0,5257.0,0,559.0,10.0,4.0,448.0,3.0,82.0,2.0,2.0,Laboratory Technician,3.0,Divorced,6227.0,1.0,No,11.0,3.0,2.0,1.0,9.0,3.0,4.0,9.0,7.0,0.0,0.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False
27.0,6349.0,0,210.0,1.0,1.0,449.0,3.0,73.0,3.0,2.0,Sales Executive,2.0,Married,22107.0,0.0,Yes,13.0,3.0,4.0,1.0,6.0,0.0,3.0,5.0,4.0,1.0,4.0,True,False,False,False,False,True,False,False,True,False,False,False,False,True
54.0,4869.0,0,928.0,20.0,4.0,450.0,4.0,31.0,3.0,2.0,Research Scientist,3.0,Single,16885.0,3.0,No,12.0,3.0,4.0,0.0,20.0,4.0,2.0,4.0,3.0,0.0,3.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False
43.0,9985.0,0,1001.0,7.0,3.0,451.0,3.0,43.0,3.0,3.0,Healthcare Representative,1.0,Married,9262.0,8.0,No,16.0,3.0,1.0,1.0,10.0,1.0,2.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
45.0,3697.0,0,549.0,8.0,4.0,452.0,4.0,75.0,3.0,2.0,Research Scientist,4.0,Married,9278.0,9.0,No,14.0,3.0,1.0,2.0,12.0,3.0,3.0,10.0,9.0,9.0,8.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True
40.0,7457.0,0,1124.0,1.0,2.0,453.0,2.0,57.0,1.0,2.0,Sales Executive,4.0,Married,13273.0,2.0,Yes,22.0,4.0,3.0,3.0,6.0,2.0,2.0,4.0,3.0,0.0,2.0,False,False,True,False,False,True,False,False,False,True,False,False,False,True
29.0,2119.0,1,318.0,8.0,4.0,454.0,2.0,77.0,1.0,1.0,Laboratory Technician,1.0,Married,4759.0,1.0,Yes,11.0,3.0,4.0,0.0,7.0,4.0,2.0,7.0,7.0,0.0,7.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True
29.0,3983.0,0,738.0,9.0,5.0,455.0,2.0,30.0,2.0,1.0,Laboratory Technician,4.0,Single,7621.0,0.0,No,17.0,3.0,3.0,0.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True
30.0,6118.0,0,570.0,5.0,3.0,456.0,4.0,30.0,2.0,2.0,Sales Executive,3.0,Divorced,5431.0,1.0,No,13.0,3.0,3.0,3.0,10.0,2.0,3.0,10.0,9.0,1.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
27.0,6214.0,0,1130.0,8.0,4.0,458.0,2.0,56.0,3.0,2.0,Sales Executive,2.0,Married,3415.0,1.0,No,18.0,3.0,1.0,1.0,8.0,3.0,3.0,8.0,7.0,0.0,7.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
37.0,6347.0,0,1192.0,5.0,2.0,460.0,4.0,61.0,3.0,2.0,Manufacturing Director,4.0,Divorced,23177.0,7.0,No,16.0,3.0,3.0,2.0,8.0,2.0,2.0,6.0,2.0,0.0,4.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
38.0,11510.0,0,343.0,15.0,2.0,461.0,3.0,92.0,2.0,3.0,Research Director,4.0,Divorced,15682.0,0.0,Yes,14.0,3.0,2.0,1.0,12.0,3.0,3.0,11.0,10.0,2.0,9.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
31.0,7143.0,0,1232.0,7.0,4.0,462.0,3.0,39.0,3.0,3.0,Manufacturing Director,4.0,Single,25713.0,1.0,Yes,14.0,3.0,3.0,0.0,11.0,2.0,2.0,11.0,9.0,4.0,10.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
29.0,8268.0,0,144.0,10.0,1.0,463.0,4.0,39.0,2.0,2.0,Sales Executive,2.0,Divorced,11866.0,1.0,Yes,14.0,3.0,1.0,2.0,7.0,2.0,3.0,7.0,7.0,1.0,7.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
35.0,8095.0,0,1296.0,5.0,4.0,464.0,3.0,62.0,3.0,3.0,Manufacturing Director,2.0,Single,18264.0,0.0,No,13.0,3.0,4.0,0.0,17.0,5.0,3.0,16.0,6.0,0.0,13.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
23.0,2904.0,0,1309.0,26.0,1.0,465.0,3.0,83.0,3.0,1.0,Research Scientist,4.0,Divorced,16092.0,1.0,No,12.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
41.0,6032.0,0,483.0,6.0,3.0,466.0,4.0,95.0,2.0,2.0,Manufacturing Director,2.0,Single,10110.0,6.0,Yes,15.0,3.0,4.0,0.0,8.0,3.0,3.0,5.0,4.0,1.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
47.0,2976.0,0,1309.0,4.0,1.0,467.0,2.0,99.0,3.0,2.0,Sales Representative,3.0,Single,25751.0,3.0,No,19.0,3.0,1.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,False,True,False,False,False,True
42.0,15992.0,0,810.0,23.0,5.0,468.0,1.0,44.0,3.0,4.0,Research Director,4.0,Single,15901.0,2.0,No,14.0,3.0,2.0,0.0,16.0,2.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
